"employee_id","sto_avg","gtq","papi_v_avg","sto_norm","gtq_norm","papi_norm","success_score"
"EMP100210",3.4,27,3.0,60.0,48.648648648648646,25.0,49.52
"EMP100907",3.4,27,3.0,60.0,48.648648648648646,25.0,49.52
"EMP101431",3.4,27,3.0,60.0,48.648648648648646,25.0,49.52
"EMP100356",3.4,27,3.0,60.0,48.648648648648646,25.0,49.52
"EMP101387",2.6,24.0,9.0,40.0,40.54054054054054,100.0,49.48
"EMP100697",2.4,32.0,5.0,35.0,62.16216216216216,50.0,49.48
"EMP100622",2.6,24.0,9.0,40.0,40.54054054054054,100.0,49.48
"EMP100272",2.6,24.0,9.0,40.0,40.54054054054054,100.0,49.48
"EMP101094",3.2,27.0,4.0,55.0,48.648648648648646,37.5,49.46
"EMP101984",3.2,27.0,4.0,55.0,48.648648648648646,37.5,49.46
"EMP100833",3.2,27.0,4.0,55.0,48.648648648648646,37.5,49.46
"EMP100519",3.2,27.0,4.0,55.0,48.648648648648646,37.5,49.46
"EMP101206",3.2,27,4.0,55.0,48.648648648648646,37.5,49.46
"EMP100832",3.2,27,4.0,55.0,48.648648648648646,37.5,49.46
"EMP101730",3.2,27.0,4.0,55.0,48.648648648648646,37.5,49.46
"EMP101706",3.2,27,4.0,55.0,48.648648648648646,37.5,49.46
"EMP101488",3.2,27,4.0,55.0,48.648648648648646,37.5,49.46
"EMP101912",3.2,27,4.0,55.0,48.648648648648646,37.5,49.46
"EMP101667",3.2,27,4.0,55.0,48.648648648648646,37.5,49.46
"EMP101427",3.2,27,4.0,55.0,48.648648648648646,37.5,49.46
"EMP101292",3.2,27,4.0,55.0,48.648648648648646,37.5,49.46
"EMP100963",3.0,27,5.0,50.0,48.648648648648646,50.0,49.39
"EMP101506",3.0,27.0,5.0,50.0,48.648648648648646,50.0,49.39
"EMP101735",3.0,27,5.0,50.0,48.648648648648646,50.0,49.39
"EMP100596",3.0,27,5.0,50.0,48.648648648648646,50.0,49.39
"EMP100991",3.0,27,5.0,50.0,48.648648648648646,50.0,49.39
"EMP100428",3.0,27,5.0,50.0,48.648648648648646,50.0,49.39
"EMP101679",3.0,27,5.0,50.0,48.648648648648646,50.0,49.39
"EMP101205",3.0,27,5.0,50.0,48.648648648648646,50.0,49.39
"EMP100531",3.0,27.0,5.0,50.0,48.648648648648646,50.0,49.39
"EMP101743",3.0,27.0,5.0,50.0,48.648648648648646,50.0,49.39
"EMP100073",2.6,35.0,2.0,40.0,70.27027027027027,12.5,49.33
"EMP100552",2.8,27.0,6.0,45.0,48.648648648648646,62.5,49.33
"EMP101660",2.8,27.0,6.0,45.0,48.648648648648646,62.5,49.33
"EMP101309",2.8,27,6.0,45.0,48.648648648648646,62.5,49.33
"EMP101572",2.8,27.0,6.0,45.0,48.648648648648646,62.5,49.33
"EMP100116",2.8,27,6.0,45.0,48.648648648648646,62.5,49.33
"EMP101018",2.8,27.0,6.0,45.0,48.648648648648646,62.5,49.33
"EMP101396",3.6,22.0,5.0,65.0,35.13513513513514,50.0,49.31
"EMP101634",2.6,27,7.0,40.0,48.648648648648646,75.0,49.26
"EMP101641",2.6,27,7.0,40.0,48.648648648648646,75.0,49.26
"EMP100696",2.6,27,7.0,40.0,48.648648648648646,75.0,49.26
"EMP100267",2.6,27,7.0,40.0,48.648648648648646,75.0,49.26
"EMP100641",2.6,27,7.0,40.0,48.648648648648646,75.0,49.26
"EMP101592",2.6,27,7.0,40.0,48.648648648648646,75.0,49.26
"EMP101793",3.4,22.0,6.0,60.0,35.13513513513514,62.5,49.25
"EMP101158",3.2,30.0,2.0,55.0,56.75675675675676,12.5,49.24
"EMP101401",2.4,27.0,8.0,35.0,48.648648648648646,87.5,49.2
"EMP101842",2.4,27,8.0,35.0,48.648648648648646,87.5,49.2
"EMP101086",3.2,22.0,7.0,55.0,35.13513513513514,75.0,49.18
"EMP101951",3.2,22.0,7.0,55.0,35.13513513513514,75.0,49.18
"EMP101560",3.2,22.0,7.0,55.0,35.13513513513514,75.0,49.18
"EMP100637",3.2,22.0,7.0,55.0,35.13513513513514,75.0,49.18
"EMP100914",3.0,30.0,3.0,50.0,56.75675675675676,25.0,49.18
"EMP101625",2.0,35.0,5.0,25.0,70.27027027027027,50.0,49.13
"EMP101553",2.2,27,9.0,30.0,48.648648648648646,100.0,49.13
"EMP100152",3.0,22.0,8.0,50.0,35.13513513513514,87.5,49.12
"EMP101678",2.8,30.0,4.0,45.0,56.75675675675676,37.5,49.11
"EMP100945",2.8,30.0,4.0,45.0,56.75675675675676,37.5,49.11
"EMP101725",2.6,30.0,5.0,40.0,56.75675675675676,50.0,49.05
"EMP101711",2.6,30.0,5.0,40.0,56.75675675675676,50.0,49.05
"EMP100647",3.6,17.0,8.0,65.0,21.62162162162162,87.5,49.03
"EMP100534",3.6,17.0,8.0,65.0,21.62162162162162,87.5,49.03
"EMP100555",3.4,25.0,4.0,60.0,43.24324324324324,37.5,49.03
"EMP100226",2.4,30.0,6.0,35.0,56.75675675675676,62.5,48.98
"EMP101858",2.4,30.0,6.0,35.0,56.75675675675676,62.5,48.98
"EMP100904",2.4,30.0,6.0,35.0,56.75675675675676,62.5,48.98
"EMP101857",3.4,17.0,9.0,60.0,21.62162162162162,100.0,48.97
"EMP101843",3.0,33.0,1.0,50.0,64.86486486486487,0.0,48.96
"EMP100819",3.2,25.0,5.0,55.0,43.24324324324324,50.0,48.96
"EMP101718",3.2,25.0,5.0,55.0,43.24324324324324,50.0,48.96
"EMP100890",3.2,25.0,5.0,55.0,43.24324324324324,50.0,48.96
"EMP100112",3.2,25.0,5.0,55.0,43.24324324324324,50.0,48.96
"EMP101398",3.0,33.0,1.0,50.0,64.86486486486487,0.0,48.96
"EMP100211",2.2,30.0,7.0,30.0,56.75675675675676,75.0,48.92
"EMP100747",3.0,25.0,6.0,50.0,43.24324324324324,62.5,48.9
"EMP100042",3.0,25.0,6.0,50.0,43.24324324324324,62.5,48.9
"EMP101410",2.8,33.0,2.0,45.0,64.86486486486487,12.5,48.89
"EMP100965",3.4,28.0,2.0,60.0,51.351351351351354,12.5,48.81
"EMP101628",3.4,28.0,2.0,60.0,51.351351351351354,12.5,48.81
"EMP100591",3.4,28.0,2.0,60.0,51.351351351351354,12.5,48.81
"EMP101107",1.8,30.0,9.0,20.0,56.75675675675676,100.0,48.79
"EMP101942",1.8,30.0,9.0,20.0,56.75675675675676,100.0,48.79
"EMP100823",4.2,23.0,1.0,80.0,37.83783783783784,0.0,48.79
"EMP100000",2.4,33.0,4.0,35.0,64.86486486486487,37.5,48.76
"EMP100240",3.2,28.0,3.0,55.0,51.351351351351354,25.0,48.75
"EMP101213",3.2,28.0,3.0,55.0,51.351351351351354,25.0,48.75
"EMP101377",3.2,28.0,3.0,55.0,51.351351351351354,25.0,48.75
"EMP100602",2.2,33.0,5.0,30.0,64.86486486486487,50.0,48.7
"EMP100332",2.4,25.0,9.0,35.0,43.24324324324324,100.0,48.7
"EMP101228",2.2,33.0,5.0,30.0,64.86486486486487,50.0,48.7
"EMP100506",3.2,20.0,8.0,55.0,29.72972972972973,87.5,48.68
"EMP100129",3.0,28.0,4.0,50.0,51.351351351351354,37.5,48.68
"EMP100871",3.2,20.0,8.0,55.0,29.72972972972973,87.5,48.68
"EMP101467",3.8,23.0,3.0,70.0,37.83783783783784,25.0,48.66
"EMP101804",3.8,23.0,3.0,70.0,37.83783783783784,25.0,48.66
"EMP100911",2.8,28.0,5.0,45.0,51.351351351351354,50.0,48.62
"EMP100801",2.8,28.0,5.0,45.0,51.351351351351354,50.0,48.62
"EMP101887",2.8,28.0,5.0,45.0,51.351351351351354,50.0,48.62
"EMP100661",3.0,20.0,9.0,50.0,29.72972972972973,100.0,48.62
"EMP101536",3.6,23.0,4.0,65.0,37.83783783783784,37.5,48.6
"EMP101850",3.6,23.0,4.0,65.0,37.83783783783784,37.5,48.6
"EMP101118",2.6,28.0,6.0,40.0,51.351351351351354,62.5,48.55
"EMP100714",3.4,23.0,5.0,60.0,37.83783783783784,50.0,48.53
"EMP101399",2.4,28.0,7.0,35.0,51.351351351351354,75.0,48.49
"EMP100933",2.4,28.0,7.0,35.0,51.351351351351354,75.0,48.49
"EMP100658",2.4,28.0,7.0,35.0,51.351351351351354,75.0,48.49
"EMP100066",2.4,28.0,7.0,35.0,51.351351351351354,75.0,48.49
"EMP101219",3.0,31.0,2.0,50.0,59.45945945945946,12.5,48.46
"EMP101169",3.0,31.0,2.0,50.0,59.45945945945946,12.5,48.46
"EMP101231",3.8,26.0,1.0,70.0,45.945945945945944,0.0,48.44
"EMP101455",3.8,26.0,1.0,70.0,45.945945945945944,0.0,48.44
"EMP100055",3.8,26.0,1.0,70.0,45.945945945945944,0.0,48.44
"EMP100163",2.2,28.0,8.0,30.0,51.351351351351354,87.5,48.42
"EMP101509",3.4,26.0,3.0,60.0,45.945945945945944,25.0,48.31
"EMP100601",2.6,23.0,9.0,40.0,37.83783783783784,100.0,48.27
"EMP100977",2.5,27,7.0,37.5,48.648648648648646,75.0,48.27
"EMP100188",3.2,26.0,4.0,55.0,45.945945945945944,37.5,48.25
"EMP100915",3.2,26.0,4.0,55.0,45.945945945945944,37.5,48.25
"EMP100674",3.2,26.0,4.0,55.0,45.945945945945944,37.5,48.25
"EMP101755",3.2,26.0,4.0,55.0,45.945945945945944,37.5,48.25
"EMP100866",3.0,26.0,5.0,50.0,45.945945945945944,50.0,48.18
"EMP101702",2.8,34.0,1.0,45.0,67.56756756756756,0.0,48.18
"EMP101933",3.0,26.0,5.0,50.0,45.945945945945944,50.0,48.18
"EMP100475",3.0,26.0,5.0,50.0,45.945945945945944,50.0,48.18
"EMP100302",3.0,26.0,5.0,50.0,45.945945945945944,50.0,48.18
"EMP101588",3.0,26.0,5.0,50.0,45.945945945945944,50.0,48.18
"EMP100944",2.8,26.0,6.0,45.0,45.945945945945944,62.5,48.12
"EMP100920",2.8,26.0,6.0,45.0,45.945945945945944,62.5,48.12
"EMP100150",2.8,26.0,6.0,45.0,45.945945945945944,62.5,48.12
"EMP100892",2.8,26.0,6.0,45.0,45.945945945945944,62.5,48.12
"EMP101051",3.6,21.0,5.0,65.0,32.432432432432435,50.0,48.1
"EMP101645",3.8,13.0,9.0,70.0,10.81081081081081,100.0,48.1
"EMP101450",3.4,29.0,1.0,60.0,54.054054054054056,0.0,48.1
"EMP101415",3.6,21.0,5.0,65.0,32.432432432432435,50.0,48.1
"EMP100121",3.6,21.0,5.0,65.0,32.432432432432435,50.0,48.1
"EMP101318",2.6,26.0,7.0,40.0,45.945945945945944,75.0,48.05
"EMP100491",2.6,26.0,7.0,40.0,45.945945945945944,75.0,48.05
"EMP100891",3.2,29.0,2.0,55.0,54.054054054054056,12.5,48.03
"EMP100740",3.0,29.0,3.0,50.0,54.054054054054056,25.0,47.97
"EMP100141",3.0,29.0,3.0,50.0,54.054054054054056,25.0,47.97
"EMP101222",3.0,21.0,8.0,50.0,32.432432432432435,87.5,47.9
"EMP101110",2.6,29.0,5.0,40.0,54.054054054054056,50.0,47.84
"EMP101837",2.6,29.0,5.0,40.0,54.054054054054056,50.0,47.84
"EMP100806",3.4,24.0,4.0,60.0,40.54054054054054,37.5,47.82
"EMP101331",3.4,24.0,4.0,60.0,40.54054054054054,37.5,47.82
"EMP100956",3.4,16.0,9.0,60.0,18.91891891891892,100.0,47.76
"EMP100886",3.2,24.0,5.0,55.0,40.54054054054054,50.0,47.75
"EMP100077",3.0,32.0,1.0,50.0,62.16216216216216,0.0,47.75
"EMP101132",3.0,32.0,1.0,50.0,62.16216216216216,0.0,47.75
"EMP101025",3.2,24.0,5.0,55.0,40.54054054054054,50.0,47.75
"EMP101111",3.6,27,1.0,65.0,48.648648648648646,0.0,47.66
"EMP100941",3.6,27,1.0,65.0,48.648648648648646,0.0,47.66
"EMP100374",2.6,32.0,3.0,40.0,62.16216216216216,25.0,47.62
"EMP100984",2.8,24.0,7.0,45.0,40.54054054054054,75.0,47.62
"EMP101537",3.4,27,2.0,60.0,48.648648648648646,12.5,47.6
"EMP101129",3.4,27.0,2.0,60.0,48.648648648648646,12.5,47.6
"EMP100178",3.4,27.0,2.0,60.0,48.648648648648646,12.5,47.6
"EMP101753",3.4,27,2.0,60.0,48.648648648648646,12.5,47.6
"EMP101577",3.4,27,2.0,60.0,48.648648648648646,12.5,47.6
"EMP101139",3.4,27,2.0,60.0,48.648648648648646,12.5,47.6
"EMP100499",3.4,27,2.0,60.0,48.648648648648646,12.5,47.6
"EMP100478",2.6,24.0,8.0,40.0,40.54054054054054,87.5,47.56
"EMP101669",2.6,24.0,8.0,40.0,40.54054054054054,87.5,47.56
"EMP100968",2.4,32.0,4.0,35.0,62.16216216216216,37.5,47.55
"EMP100926",3.4,19.0,7.0,60.0,27.027027027027028,75.0,47.54
"EMP101636",3.4,19.0,7.0,60.0,27.027027027027028,75.0,47.54
"EMP100748",3.2,27,3.0,55.0,48.648648648648646,25.0,47.53
"EMP101117",3.2,27,3.0,55.0,48.648648648648646,25.0,47.53
"EMP101772",3.2,27,3.0,55.0,48.648648648648646,25.0,47.53
"DUP4177",3.2,27,3.0,55.0,48.648648648648646,25.0,47.53
"EMP101105",3.0,27,4.0,50.0,48.648648648648646,37.5,47.47
"EMP100500",3.0,27.0,4.0,50.0,48.648648648648646,37.5,47.47
"EMP101997",3.0,27,4.0,50.0,48.648648648648646,37.5,47.47
"EMP100380",3.0,27,4.0,50.0,48.648648648648646,37.5,47.47
"EMP101652",3.2,19.0,8.0,55.0,27.027027027027028,87.5,47.47
"EMP100496",3.0,27,4.0,50.0,48.648648648648646,37.5,47.47
"EMP101277",3.0,27,4.0,50.0,48.648648648648646,37.5,47.47
"EMP100349",3.0,27,4.0,50.0,48.648648648648646,37.5,47.47
"EMP100864",3.8,22.0,3.0,70.0,35.13513513513514,25.0,47.45
"EMP101480",3.8,22.0,3.0,70.0,35.13513513513514,25.0,47.45
"EMP100791",3.0,19.0,9.0,50.0,27.027027027027028,100.0,47.41
"EMP101797",3.0,19.0,9.0,50.0,27.027027027027028,100.0,47.41
"EMP101422",2.8,27.0,5.0,45.0,48.648648648648646,50.0,47.4
"EMP100474",2.8,27.0,5.0,45.0,48.648648648648646,50.0,47.4
"EMP100937",2.8,27,5.0,45.0,48.648648648648646,50.0,47.4
"EMP100155",2.8,27,5.0,45.0,48.648648648648646,50.0,47.4
"EMP100533",2.8,27,5.0,45.0,48.648648648648646,50.0,47.4
"EMP101483",2.8,27.0,5.0,45.0,48.648648648648646,50.0,47.4
"EMP101259",3.6,22.0,4.0,65.0,35.13513513513514,37.5,47.39
"EMP101385",2.6,27,6.0,40.0,48.648648648648646,62.5,47.34
"EMP101160",2.6,27,6.0,40.0,48.648648648648646,62.5,47.34
"EMP101790",2.6,27,6.0,40.0,48.648648648648646,62.5,47.34
"EMP101108",3.4,22.0,5.0,60.0,35.13513513513514,50.0,47.32
"EMP100989",3.4,22.0,5.0,60.0,35.13513513513514,50.0,47.32
"EMP100171",3.4,22.0,5.0,60.0,35.13513513513514,50.0,47.32
"EMP101036",3.4,22.0,5.0,60.0,35.13513513513514,50.0,47.32
"EMP100378",1.4,40.0,4.0,10.0,83.78378378378379,37.5,47.29
"EMP101513",2.4,27,7.0,35.0,48.648648648648646,75.0,47.27
"EMP100894",3.2,22.0,6.0,55.0,35.13513513513514,62.5,47.26
"EMP100289",3.8,25.0,1.0,70.0,43.24324324324324,0.0,47.23
"EMP101056",2.2,27,8.0,30.0,48.648648648648646,87.5,47.21
"EMP100703",3.0,22.0,7.0,50.0,35.13513513513514,75.0,47.19
"EMP101817",2.8,30.0,3.0,45.0,56.75675675675676,25.0,47.19
"EMP100708",3.0,22.0,7.0,50.0,35.13513513513514,75.0,47.19
"EMP100358",3.6,25.0,2.0,65.0,43.24324324324324,12.5,47.17
"EMP100359",2.8,22.0,8.0,45.0,35.13513513513514,87.5,47.13
"EMP100341",2.8,22.0,8.0,45.0,35.13513513513514,87.5,47.13
"EMP101216",2.6,30.0,4.0,40.0,56.75675675675676,37.5,47.12
"EMP100687",3.4,25.0,3.0,60.0,43.24324324324324,25.0,47.1
"EMP100117",3.4,25.0,3.0,60.0,43.24324324324324,25.0,47.1
"EMP100860",3.4,25.0,3.0,60.0,43.24324324324324,25.0,47.1
"EMP101935",3.4,17.0,8.0,60.0,21.62162162162162,87.5,47.04
"EMP101186",4.0,20.0,3.0,75.0,29.72972972972973,25.0,47.02
"EMP100501",3.0,25.0,5.0,50.0,43.24324324324324,50.0,46.97
"EMP101138",3.0,25.0,5.0,50.0,43.24324324324324,50.0,46.97
"EMP100074",3.0,25.0,5.0,50.0,43.24324324324324,50.0,46.97
"EMP101977",3.0,25.0,5.0,50.0,43.24324324324324,50.0,46.97
"EMP100439",2.0,30.0,7.0,25.0,56.75675675675676,75.0,46.93
"EMP101712",2.8,25.0,6.0,45.0,43.24324324324324,62.5,46.91
"EMP101710",2.8,25.0,6.0,45.0,43.24324324324324,62.5,46.91
"EMP101954",2.8,25.0,6.0,45.0,43.24324324324324,62.5,46.91
"EMP101693",2.6,33.0,2.0,40.0,64.86486486486487,12.5,46.9
"EMP101610",3.4,28.0,1.0,60.0,51.351351351351354,0.0,46.89
"EMP100837",3.4,28.0,1.0,60.0,51.351351351351354,0.0,46.89
"EMP100976",3.4,20.0,6.0,60.0,29.72972972972973,62.5,46.82
"EMP101855",3.4,20.0,6.0,60.0,29.72972972972973,62.5,46.82
"EMP101102",3.4,20.0,6.0,60.0,29.72972972972973,62.5,46.82
"EMP101239",3.2,28.0,2.0,55.0,51.351351351351354,12.5,46.82
"EMP101554",3.2,28.0,2.0,55.0,51.351351351351354,12.5,46.82
"EMP101227",3.4,20.0,6.0,60.0,29.72972972972973,62.5,46.82
"EMP100024",4.0,23.0,1.0,75.0,37.83783783783784,0.0,46.8
"EMP100250",3.0,28.0,3.0,50.0,51.351351351351354,25.0,46.76
"EMP100514",3.0,28.0,3.0,50.0,51.351351351351354,25.0,46.76
"EMP101021",3.0,28.0,3.0,50.0,51.351351351351354,25.0,46.76
"EMP100158",3.8,23.0,2.0,70.0,37.83783783783784,12.5,46.74
"EMP100557",2.8,28.0,4.0,45.0,51.351351351351354,37.5,46.69
"EMP100067",3.0,20.0,8.0,50.0,29.72972972972973,87.5,46.69
"EMP101278",3.6,23.0,3.0,65.0,37.83783783783784,25.0,46.67
"EMP100144",3.6,23.0,3.0,65.0,37.83783783783784,25.0,46.67
"EMP101349",3.6,23.0,3.0,65.0,37.83783783783784,25.0,46.67
"EMP100753",2.6,28.0,5.0,40.0,51.351351351351354,50.0,46.63
"EMP101449",3.4,23.0,4.0,60.0,37.83783783783784,37.5,46.61
"EMP100640",3.4,23.0,4.0,60.0,37.83783783783784,37.5,46.61
"EMP101845",4.2,18.0,3.0,80.0,24.324324324324323,25.0,46.59
"EMP101881",3.0,31.0,1.0,50.0,59.45945945945946,0.0,46.54
"EMP101241",3.2,23.0,5.0,55.0,37.83783783783784,50.0,46.54
"EMP100511",3.0,31.0,1.0,50.0,59.45945945945946,0.0,46.54
"EMP101298",3.0,31.0,1.0,50.0,59.45945945945946,0.0,46.54
"EMP101868",3.0,31.0,1.0,50.0,59.45945945945946,0.0,46.54
"EMP101550",3.0,31.0,1.0,50.0,59.45945945945946,0.0,46.54
"EMP101911",3.2,23.0,5.0,55.0,37.83783783783784,50.0,46.54
"EMP101834",3.0,31.0,1.0,50.0,59.45945945945946,0.0,46.54
"EMP100187",3.0,23.0,6.0,50.0,37.83783783783784,62.5,46.48
"EMP100008",3.0,23.0,6.0,50.0,37.83783783783784,62.5,46.48
"EMP101374",2.8,31.0,2.0,45.0,59.45945945945946,12.5,46.47
"EMP100815",3.6,26.0,1.0,65.0,45.945945945945944,0.0,46.45
"EMP100346",2.8,23.0,7.0,45.0,37.83783783783784,75.0,46.41
"EMP100458",2.8,23.0,7.0,45.0,37.83783783783784,75.0,46.41
"EMP101302",2.8,23.0,7.0,45.0,37.83783783783784,75.0,46.41
"EMP100017",2.6,31.0,3.0,40.0,59.45945945945946,25.0,46.41
"EMP100223",2.8,23.0,7.0,45.0,37.83783783783784,75.0,46.41
"EMP100562",3.4,26.0,2.0,60.0,45.945945945945944,12.5,46.39
"EMP101883",3.4,26.0,2.0,60.0,45.945945945945944,12.5,46.39
"EMP101872",3.4,26.0,2.0,60.0,45.945945945945944,12.5,46.39
"EMP100901",3.2,26.0,3.0,55.0,45.945945945945944,25.0,46.32
"EMP100452",3.2,26.0,3.0,55.0,45.945945945945944,25.0,46.32
"EMP101163",2.2,31.0,5.0,30.0,59.45945945945946,50.0,46.28
"EMP101665",2.4,23.0,9.0,35.0,37.83783783783784,100.0,46.28
"EMP101582",2.4,23.0,9.0,35.0,37.83783783783784,100.0,46.28
"EMP100254",4.0,13.0,7.0,75.0,10.81081081081081,75.0,46.24
"EMP100369",2.8,26.0,5.0,45.0,45.945945945945944,50.0,46.19
"EMP100203",3.2,29.0,1.0,55.0,54.054054054054056,0.0,46.11
"EMP100895",3.2,29.0,1.0,55.0,54.054054054054056,0.0,46.11
"EMP100827",3.6,13.0,9.0,65.0,10.81081081081081,100.0,46.11
"EMP100581",3.4,21.0,5.0,60.0,32.432432432432435,50.0,46.11
"EMP100781",2.4,26.0,7.0,35.0,45.945945945945944,75.0,46.06
"EMP100727",3.25,19.0,7.0,56.25,27.027027027027028,75.0,46.05
"EMP100146",3.2,21.0,6.0,55.0,32.432432432432435,62.5,46.04
"EMP101622",3.0,29.0,2.0,50.0,54.054054054054056,12.5,46.04
"EMP100119",3.0,29.0,2.0,50.0,54.054054054054056,12.5,46.04
"EMP100513",3.0,29.0,2.0,50.0,54.054054054054056,12.5,46.04
"EMP100263",3.8,24.0,1.0,70.0,40.54054054054054,0.0,46.02
"EMP101534",3.0,21.0,7.0,50.0,32.432432432432435,75.0,45.98
"EMP101361",2.8,29.0,3.0,45.0,54.054054054054056,25.0,45.98
"EMP100094",3.8,16.0,6.0,70.0,18.91891891891892,62.5,45.96
"EMP101808",2.8,21.0,8.0,45.0,32.432432432432435,87.5,45.91
"EMP101357",3.6,16.0,7.0,65.0,18.91891891891892,75.0,45.9
"EMP100431",3.4,24.0,3.0,60.0,40.54054054054054,25.0,45.89
"EMP100666",3.4,24.0,3.0,60.0,40.54054054054054,25.0,45.89
"EMP100671",2.4,29.0,5.0,35.0,54.054054054054056,50.0,45.85
"EMP101433",2.4,29.0,5.0,35.0,54.054054054054056,50.0,45.85
"EMP101265",3.0,24.0,5.0,50.0,40.54054054054054,50.0,45.76
"EMP100690",3.0,24.0,5.0,50.0,40.54054054054054,50.0,45.76
"EMP101368",2.8,32.0,1.0,45.0,62.16216216216216,0.0,45.76
"EMP100598",3.0,24.0,5.0,50.0,40.54054054054054,50.0,45.76
"EMP100399",3.0,24.0,5.0,50.0,40.54054054054054,50.0,45.76
"EMP100014",3.0,24.0,5.0,50.0,40.54054054054054,50.0,45.76
"EMP101541",3.0,24.0,5.0,50.0,40.54054054054054,50.0,45.76
"EMP100333",3.0,24.0,5.0,50.0,40.54054054054054,50.0,45.76
"EMP101440",2.8,24.0,6.0,45.0,40.54054054054054,62.5,45.7
"EMP100019",3.5,23.0,3.0,62.5,37.83783783783784,25.0,45.68
"EMP101614",3.4,27,1.0,60.0,48.648648648648646,0.0,45.67
"EMP100987",3.4,27,1.0,60.0,48.648648648648646,0.0,45.67
"EMP101990",3.4,27,1.0,60.0,48.648648648648646,0.0,45.67
"EMP100344",3.4,27,1.0,60.0,48.648648648648646,0.0,45.67
"EMP100549",3.4,27,1.0,60.0,48.648648648648646,0.0,45.67
"EMP100655",3.4,27,1.0,60.0,48.648648648648646,0.0,45.67
"EMP101668",2.6,24.0,7.0,40.0,40.54054054054054,75.0,45.63
"EMP101707",2.4,32.0,3.0,35.0,62.16216216216216,25.0,45.63
"EMP100347",3.2,27,2.0,55.0,48.648648648648646,12.5,45.61
"EMP101243",3.2,27,2.0,55.0,48.648648648648646,12.5,45.61
"EMP100379",3.2,27,2.0,55.0,48.648648648648646,12.5,45.61
"EMP101981",3.2,27,2.0,55.0,48.648648648648646,12.5,45.61
"EMP100716",3.2,27,2.0,55.0,48.648648648648646,12.5,45.61
"EMP100089",3.2,27,2.0,55.0,48.648648648648646,12.5,45.61
"EMP101391",3.2,27,2.0,55.0,48.648648648648646,12.5,45.61
"EMP101598",3.2,27,2.0,55.0,48.648648648648646,12.5,45.61
"EMP100257",3.2,27,2.0,55.0,48.648648648648646,12.5,45.61
"EMP100473",4.0,22.0,1.0,75.0,35.13513513513514,0.0,45.59
"EMP101648",4.2,14.0,5.0,80.0,13.513513513513514,50.0,45.59
"EMP101621",2.4,24.0,8.0,35.0,40.54054054054054,87.5,45.57
"EMP101662",3.2,19.0,7.0,55.0,27.027027027027028,75.0,45.55
"EMP100930",3.0,27,3.0,50.0,48.648648648648646,25.0,45.54
"EMP101062",3.0,27,3.0,50.0,48.648648648648646,25.0,45.54
"EMP101463",3.0,27.0,3.0,50.0,48.648648648648646,25.0,45.54
"EMP101674",3.0,27,3.0,50.0,48.648648648648646,25.0,45.54
"EMP100990",3.0,27,3.0,50.0,48.648648648648646,25.0,45.54
"EMP101649",3.0,27,3.0,50.0,48.648648648648646,25.0,45.54
"EMP101172",3.0,27,3.0,50.0,48.648648648648646,25.0,45.54
"EMP100363",3.0,27.0,3.0,50.0,48.648648648648646,25.0,45.54
"EMP100940",3.0,27.0,3.0,50.0,48.648648648648646,25.0,45.54
"EMP100795",3.0,27.0,3.0,50.0,48.648648648648646,25.0,45.54
"EMP101507",2.8,27,4.0,45.0,48.648648648648646,37.5,45.48
"EMP100765",2.8,27.0,4.0,45.0,48.648648648648646,37.5,45.48
"EMP100648",2.8,27,4.0,45.0,48.648648648648646,37.5,45.48
"EMP100808",2.8,27.0,4.0,45.0,48.648648648648646,37.5,45.48
"EMP100483",2.8,27,4.0,45.0,48.648648648648646,37.5,45.48
"EMP100535",2.8,27.0,4.0,45.0,48.648648648648646,37.5,45.48
"EMP100337",3.6,22.0,3.0,65.0,35.13513513513514,25.0,45.46
"EMP101304",2.6,27,5.0,40.0,48.648648648648646,50.0,45.41
"EMP100124",2.6,27,5.0,40.0,48.648648648648646,50.0,45.41
"EMP101511",2.6,27,5.0,40.0,48.648648648648646,50.0,45.41
"EMP101825",2.6,27,5.0,40.0,48.648648648648646,50.0,45.41
"EMP101704",2.6,27.0,5.0,40.0,48.648648648648646,50.0,45.41
"EMP101689",2.6,27.0,5.0,40.0,48.648648648648646,50.0,45.41
"EMP100874",2.6,27,5.0,40.0,48.648648648648646,50.0,45.41
"EMP101896",2.6,27,5.0,40.0,48.648648648648646,50.0,45.41
"EMP101575",2.6,27,5.0,40.0,48.648648648648646,50.0,45.41
"EMP101565",2.6,27,5.0,40.0,48.648648648648646,50.0,45.41
"EMP101630",3.4,22.0,4.0,60.0,35.13513513513514,37.5,45.4
"EMP101220",3.4,22.0,4.0,60.0,35.13513513513514,37.5,45.4
"EMP100650",2.4,27,6.0,35.0,48.648648648648646,62.5,45.35
"EMP101612",2.4,27.0,6.0,35.0,48.648648648648646,62.5,45.35
"EMP100840",2.4,27,6.0,35.0,48.648648648648646,62.5,45.35
"EMP101119",2.4,27,6.0,35.0,48.648648648648646,62.5,45.35
"EMP101071",3.2,22.0,5.0,55.0,35.13513513513514,50.0,45.33
"EMP101443",3.25,20.0,6.0,56.25,29.72972972972973,62.5,45.33
"EMP100270",3.2,22.0,5.0,55.0,35.13513513513514,50.0,45.33
"EMP101389",3.0,30.0,1.0,50.0,56.75675675675676,0.0,45.33
"EMP100340",2.2,27,7.0,30.0,48.648648648648646,75.0,45.28
"EMP101774",2.2,27,7.0,30.0,48.648648648648646,75.0,45.28
